Index,ClassId,PredictClass,Correction,ClassName,Prob,2ndClass,2ndClassName,2ndProb,3rdClass,3rdClassName,3rdProb
00128.jpg,1,1,1,30_speed,1,5,80_speed,2.12E-08,2,50_speed,1.64E-08
00129.jpg,6,42,0,lifted_no_overtaking_trucks,0.637173,6,80_lifted,0.134256,32,lifted_general,0.112164
00130.jpg,36,36,1,turn_straight_right,1,38,turn_right_down,2.39E-07,17,no_way_one_way,3.10E-08
00131.jpg,3,7,0,100_speed,0.701036,42,lifted_no_overtaking_trucks,0.0858374,2,50_speed,0.0431439
00132.jpg,14,14,1,stop,0.999377,17,no_way_one_way,0.000489368,2,50_speed,7.74E-05
00133.jpg,13,13,1,give_way,1,35,turn_straight,1.29E-09,9,no_overtaking_general,1.87E-12
00134.jpg,11,11,1,right_of_way_crossing,0.584169,30,attention_snowflake,0.377562,21,attention_curvy,0.0313971
00135.jpg,10,10,1,no_overtaking_trucks,0.999973,9,no_overtaking_general,2.61E-05,5,80_speed,4.91E-07
00136.jpg,18,18,1,attention_general,0.99955,26,attention_traffic_light,0.000448874,27,attention_pedestrian,1.01E-06
00137.jpg,40,7,0,100_speed,0.59612,40,turn_circle,0.126494,1,30_speed,0.101018
00138.jpg,2,2,1,50_speed,0.999896,5,80_speed,7.60E-05,1,30_speed,2.66E-05
00139.jpg,38,38,1,turn_right_down,0.999954,34,turn_left,1.75E-05,41,lifted_no_overtaking_general,9.00E-06
00140.jpg,41,41,1,lifted_no_overtaking_general,0.999916,42,lifted_no_overtaking_trucks,6.50E-05,32,lifted_general,1.66E-05
00141.jpg,4,4,1,70_speed,0.76001,7,100_speed,0.2074,8,120_speed,0.031807
00142.jpg,6,6,1,80_lifted,0.998111,42,lifted_no_overtaking_trucks,0.000890978,41,lifted_no_overtaking_general,0.000586973
00143.jpg,18,18,1,attention_general,0.981007,26,attention_traffic_light,0.0171141,24,attention_bottleneck,0.00162939
00144.jpg,17,17,1,no_way_one_way,1,14,stop,1.15E-08,4,70_speed,1.86E-10
00145.jpg,25,19,0,attention_left_turn,0.713724,21,attention_curvy,0.0452998,4,70_speed,0.0447302
00146.jpg,2,2,1,50_speed,0.999834,5,80_speed,9.36E-05,1,30_speed,7.22E-05
00147.jpg,41,41,1,lifted_no_overtaking_general,0.578101,42,lifted_no_overtaking_trucks,0.190365,32,lifted_general,0.0773834
00148.jpg,11,11,1,right_of_way_crossing,0.999734,30,attention_snowflake,0.000258995,13,give_way,2.13E-06
00149.jpg,21,21,1,attention_curvy,0.717544,31,attention_deer,0.170606,23,attention_slippery,0.0896639
00150.jpg,7,7,1,100_speed,0.830382,8,120_speed,0.166806,5,80_speed,0.00218933
00151.jpg,24,24,1,attention_bottleneck,0.755695,11,right_of_way_crossing,0.184711,27,attention_pedestrian,0.0513961
00152.jpg,11,11,1,right_of_way_crossing,0.999987,30,attention_snowflake,1.28E-05,21,attention_curvy,3.86E-07
00153.jpg,25,25,1,attention_construction,0.999949,19,attention_left_turn,2.92E-05,22,attention_bumpers,1.54E-05
00154.jpg,17,17,1,no_way_one_way,1,14,stop,6.98E-10,4,70_speed,1.09E-14
00155.jpg,3,3,1,60_speed,0.869221,5,80_speed,0.111255,2,50_speed,0.00990665
00156.jpg,6,6,1,80_lifted,0.840947,32,lifted_general,0.145924,42,lifted_no_overtaking_trucks,0.0104211
00157.jpg,9,9,1,no_overtaking_general,0.997866,10,no_overtaking_trucks,0.00213296,16,no_way_trucks,2.67E-07
00158.jpg,7,7,1,100_speed,0.999471,4,70_speed,0.000287764,8,120_speed,0.000238986
00159.jpg,4,4,1,70_speed,0.969858,7,100_speed,0.0198856,8,120_speed,0.00321544
00160.jpg,13,13,1,give_way,1,35,turn_straight,9.31E-09,34,turn_left,1.56E-11
00161.jpg,16,16,1,no_way_trucks,0.999984,10,no_overtaking_trucks,1.43E-05,9,no_overtaking_general,8.57E-07
00162.jpg,4,4,1,70_speed,0.991191,1,30_speed,0.00880845,7,100_speed,2.86E-07
00163.jpg,25,25,1,attention_construction,0.748891,19,attention_left_turn,0.0430745,4,70_speed,0.0413318
00164.jpg,18,18,1,attention_general,0.99363,26,attention_traffic_light,0.00551413,11,right_of_way_crossing,0.000517928
00165.jpg,9,9,1,no_overtaking_general,0.999958,10,no_overtaking_trucks,3.82E-05,19,attention_left_turn,2.72E-06
00166.jpg,13,13,1,give_way,0.999999,1,30_speed,1.40E-07,12,right_of_way_general,1.10E-07
00167.jpg,14,14,1,stop,0.996438,2,50_speed,0.00206136,17,no_way_one_way,0.00147692
00168.jpg,29,29,1,attention_bikes,0.998555,23,attention_slippery,0.000529052,31,attention_deer,0.000297359
00169.jpg,17,17,1,no_way_one_way,0.999405,14,stop,0.000292993,4,70_speed,9.75E-05
00170.jpg,13,13,1,give_way,1,35,turn_straight,2.01E-11,36,turn_straight_right,6.09E-12
00171.jpg,38,38,1,turn_right_down,0.928602,34,turn_left,0.069367,35,turn_straight,0.000493923
00172.jpg,26,26,1,attention_traffic_light,0.6364,18,attention_general,0.362905,24,attention_bottleneck,0.000293545
00173.jpg,25,25,1,attention_construction,0.935515,29,attention_bikes,0.0334231,31,attention_deer,0.0192476
00174.jpg,33,33,1,turn_right,0.999832,40,turn_circle,0.000160521,11,right_of_way_crossing,3.46E-06
00175.jpg,1,1,1,30_speed,0.954422,2,50_speed,0.0414385,5,80_speed,0.00193561
00176.jpg,3,5,0,80_speed,0.488039,3,60_speed,0.416736,7,100_speed,0.0811204
00177.jpg,40,7,0,100_speed,0.549289,40,turn_circle,0.391208,1,30_speed,0.0158063
00178.jpg,13,13,1,give_way,1,17,no_way_one_way,1.74E-08,9,no_overtaking_general,5.83E-09
00179.jpg,2,2,1,50_speed,0.999112,5,80_speed,0.000845307,1,30_speed,2.75E-05
00180.jpg,8,8,1,120_speed,0.996801,4,70_speed,0.00238689,7,100_speed,0.00061251
00181.jpg,4,4,1,70_speed,0.99989,1,30_speed,0.000108565,7,100_speed,1.17E-06
00182.jpg,36,36,1,turn_straight_right,1,38,turn_right_down,7.06E-08,35,turn_straight,5.08E-09
00183.jpg,25,25,1,attention_construction,1,21,attention_curvy,1.29E-07,33,turn_right,7.48E-08
00184.jpg,20,23,0,attention_slippery,0.751208,11,right_of_way_crossing,0.0999805,28,attention_children,0.0667858
00185.jpg,25,25,1,attention_construction,0.999997,21,attention_curvy,1.47E-06,31,attention_deer,6.66E-07
00186.jpg,18,18,1,attention_general,0.469508,20,attention_right_turn,0.351452,31,attention_deer,0.0928041
00187.jpg,1,1,1,30_speed,0.538407,4,70_speed,0.235122,2,50_speed,0.198097
00188.jpg,10,10,1,no_overtaking_trucks,0.999873,5,80_speed,8.54E-05,16,no_way_trucks,3.96E-05
00189.jpg,8,8,1,120_speed,0.999995,7,100_speed,4.89E-06,4,70_speed,1.29E-07
00190.jpg,10,23,0,attention_slippery,0.492241,10,no_overtaking_trucks,0.197937,25,attention_construction,0.118674
00191.jpg,29,29,1,attention_bikes,0.996078,24,attention_bottleneck,0.00236925,26,attention_traffic_light,0.000679294
00192.jpg,12,12,1,right_of_way_general,1,7,100_speed,4.11E-11,5,80_speed,2.98E-11
00193.jpg,38,38,1,turn_right_down,0.99999,34,turn_left,9.33E-06,22,attention_bumpers,1.43E-07
00194.jpg,31,31,1,attention_deer,0.99979,21,attention_curvy,0.000203504,19,attention_left_turn,2.87E-06
00195.jpg,2,2,1,50_speed,0.999999,1,30_speed,8.36E-07,5,80_speed,4.25E-07
00196.jpg,8,8,1,120_speed,0.437504,4,70_speed,0.279075,5,80_speed,0.174464
00197.jpg,38,4,0,70_speed,0.692207,8,120_speed,0.0996352,17,no_way_one_way,0.0887778
00198.jpg,18,10,0,no_overtaking_trucks,0.832009,4,70_speed,0.0772308,31,attention_deer,0.0655652
00199.jpg,28,28,1,attention_children,0.539463,29,attention_bikes,0.293743,9,no_overtaking_general,0.0640257
00200.jpg,17,17,1,no_way_one_way,1,14,stop,5.08E-08,1,30_speed,4.63E-12
00201.jpg,9,9,1,no_overtaking_general,0.984443,10,no_overtaking_trucks,0.015555,16,no_way_trucks,2.21E-06
00202.jpg,4,4,1,70_speed,0.999939,1,30_speed,4.06E-05,8,120_speed,1.77E-05
00203.jpg,1,1,1,30_speed,0.998321,4,70_speed,0.00152457,5,80_speed,6.14E-05
00204.jpg,17,17,1,no_way_one_way,1,13,give_way,4.86E-09,1,30_speed,4.26E-09
00205.jpg,9,9,1,no_overtaking_general,0.999957,10,no_overtaking_trucks,4.29E-05,16,no_way_trucks,8.71E-09
00206.jpg,2,2,1,50_speed,0.653864,3,60_speed,0.266782,5,80_speed,0.0526276
00207.jpg,31,31,1,attention_deer,0.893868,26,attention_traffic_light,0.0281579,22,attention_bumpers,0.0152677
00208.jpg,13,13,1,give_way,1,35,turn_straight,6.46E-11,3,60_speed,6.33E-11
00209.jpg,15,15,1,no_way_general,0.993703,3,60_speed,0.00491956,32,lifted_general,0.000537605
00210.jpg,15,15,1,no_way_general,0.999704,32,lifted_general,0.00012665,8,120_speed,8.87E-05
00211.jpg,38,38,1,turn_right_down,1,34,turn_left,9.50E-11,36,turn_straight_right,9.75E-12
00212.jpg,25,25,1,attention_construction,1,30,attention_snowflake,3.24E-10,22,attention_bumpers,5.13E-11
00213.jpg,5,5,1,80_speed,0.988409,2,50_speed,0.00807718,3,60_speed,0.00186957
00214.jpg,25,25,1,attention_construction,1,22,attention_bumpers,1.61E-09,20,attention_right_turn,7.40E-12
00215.jpg,13,13,1,give_way,1,35,turn_straight,2.05E-14,3,60_speed,1.81E-16
00216.jpg,10,10,1,no_overtaking_trucks,0.99992,9,no_overtaking_general,6.28E-05,19,attention_left_turn,4.14E-06
00217.jpg,5,5,1,80_speed,0.93265,2,50_speed,0.0663334,3,60_speed,0.00097257
00218.jpg,4,4,1,70_speed,0.99999,1,30_speed,9.62E-06,7,100_speed,6.03E-08
00219.jpg,10,10,1,no_overtaking_trucks,0.997436,9,no_overtaking_general,0.00251898,7,100_speed,3.84E-05
00220.jpg,2,2,1,50_speed,0.999998,5,80_speed,2.18E-06,1,30_speed,2.00E-07
00221.jpg,4,4,1,70_speed,0.998013,1,30_speed,0.00194518,5,80_speed,3.26E-05
00222.jpg,5,5,1,80_speed,0.304441,2,50_speed,0.285268,3,60_speed,0.201274
00223.jpg,1,1,1,30_speed,0.999996,2,50_speed,3.37E-06,0,20_speed,8.85E-07
00224.jpg,14,14,1,stop,0.999993,1,30_speed,4.64E-06,15,no_way_general,1.13E-06
00225.jpg,12,12,1,right_of_way_general,0.993828,40,turn_circle,0.00188182,28,attention_children,0.00156239
00226.jpg,12,12,1,right_of_way_general,0.999998,32,lifted_general,9.60E-07,41,lifted_no_overtaking_general,6.88E-07
00227.jpg,5,5,1,80_speed,0.985232,2,50_speed,0.0146929,3,60_speed,7.38E-05
00228.jpg,8,8,1,120_speed,0.999997,7,100_speed,2.81E-06,2,50_speed,6.81E-12
00229.jpg,36,25,0,attention_construction,0.772833,36,turn_straight_right,0.219543,38,turn_right_down,0.00319125
00230.jpg,25,25,1,attention_construction,1,22,attention_bumpers,4.29E-09,20,attention_right_turn,8.52E-10
00231.jpg,13,13,1,give_way,1,35,turn_straight,1.26E-07,36,turn_straight_right,2.07E-08
00232.jpg,33,33,1,turn_right,0.966693,38,turn_right_down,0.0192686,25,attention_construction,0.0135295
00233.jpg,18,18,1,attention_general,0.868167,11,right_of_way_crossing,0.0427992,31,attention_deer,0.0229342
00234.jpg,33,33,1,turn_right,0.999846,40,turn_circle,0.000150529,39,turn_left_down,2.68E-06
00235.jpg,19,19,1,attention_left_turn,0.471979,31,attention_deer,0.429488,21,attention_curvy,0.0371573
00236.jpg,12,12,1,right_of_way_general,0.99999,40,turn_circle,6.63E-06,7,100_speed,5.29E-07
00237.jpg,30,26,0,attention_traffic_light,0.623362,18,attention_general,0.0934897,7,100_speed,0.0640759
00238.jpg,4,4,1,70_speed,0.991774,5,80_speed,0.00601237,1,30_speed,0.00202728
00239.jpg,18,18,1,attention_general,0.999998,26,attention_traffic_light,1.40E-06,11,right_of_way_crossing,6.95E-08
00240.jpg,12,12,1,right_of_way_general,0.996029,41,lifted_no_overtaking_general,0.00204723,32,lifted_general,0.000408325
00241.jpg,13,13,1,give_way,1,35,turn_straight,1.36E-09,36,turn_straight_right,2.47E-10
00242.jpg,20,20,1,attention_right_turn,0.948323,28,attention_children,0.0302668,23,attention_slippery,0.00950175
00243.jpg,0,0,1,20_speed,0.763362,8,120_speed,0.196723,1,30_speed,0.0395051
00244.jpg,10,10,1,no_overtaking_trucks,0.547301,31,attention_deer,0.130349,25,attention_construction,0.130268
00245.jpg,40,40,1,turn_circle,0.981467,37,turn_straight_left,0.00878036,33,turn_right,0.00366997
00246.jpg,5,5,1,80_speed,0.992252,10,no_overtaking_trucks,0.00305442,7,100_speed,0.00145959
00247.jpg,8,8,1,120_speed,0.929923,4,70_speed,0.0261144,5,80_speed,0.0233023
00248.jpg,12,12,1,right_of_way_general,0.999985,42,lifted_no_overtaking_trucks,6.88E-06,41,lifted_no_overtaking_general,5.17E-06
00249.jpg,38,38,1,turn_right_down,0.999999,34,turn_left,5.98E-07,36,turn_straight_right,2.98E-09
00250.jpg,20,20,1,attention_right_turn,0.807651,28,attention_children,0.13048,30,attention_snowflake,0.0499305
00251.jpg,14,14,1,stop,0.999916,1,30_speed,3.92E-05,15,no_way_general,1.63E-05
00252.jpg,0,8,0,120_speed,0.512975,0,20_speed,0.309088,1,30_speed,0.17693
00253.jpg,36,36,1,turn_straight_right,0.999999,38,turn_right_down,7.92E-07,40,turn_circle,9.15E-09
00254.jpg,34,34,1,turn_left,0.999999,38,turn_right_down,1.18E-06,35,turn_straight,1.39E-08
00255.jpg,28,28,1,attention_children,0.970473,27,attention_pedestrian,0.0285001,20,attention_right_turn,0.000553237
00256.jpg,35,35,1,turn_straight,0.995307,3,60_speed,0.00259027,13,give_way,0.00168295
00257.jpg,13,13,1,give_way,1,12,right_of_way_general,5.27E-08,17,no_way_one_way,2.17E-08
