Index,ClassId,PredictClass,Prob,2ndClass,2ndProb,Correction
00222.jpg,5,5,0.304441,2,0.285268,1
00223.jpg,1,1,0.999996,2,0.00000337,1
00224.jpg,14,14,0.999993,1,0.00000464,1
00225.jpg,12,12,0.993828,40,0.00188182,1
00226.jpg,12,12,0.999998,32,0.00000096,1
00227.jpg,5,5,0.985232,2,0.0146929,1
00228.jpg,8,8,0.999997,7,0.00000281,1
00229.jpg,36,25,0.772833,36,0.219543,0
00230.jpg,25,25,1,22,4.29E-09,1
00231.jpg,13,13,1,35,0.000000126,1
00232.jpg,33,33,0.966693,38,0.0192686,1
00233.jpg,18,18,0.868167,11,0.0427992,1
00234.jpg,33,33,0.999846,40,0.000150529,1
00235.jpg,19,19,0.471979,31,0.429488,1
00236.jpg,12,12,0.99999,40,0.00000663,1
00237.jpg,30,26,0.623362,18,0.0934897,0
00238.jpg,4,4,0.991774,5,0.00601237,1
00239.jpg,18,18,0.999998,26,0.0000014,1
00240.jpg,12,12,0.996029,41,0.00204723,1
00241.jpg,13,13,1,35,1.36E-09,1
00242.jpg,20,20,0.948323,28,0.0302668,1
00243.jpg,0,0,0.763362,8,0.196723,1
00244.jpg,10,10,0.547301,31,0.130349,1
00245.jpg,40,40,0.981467,37,0.00878036,1
00246.jpg,5,5,0.992252,10,0.00305442,1
00247.jpg,8,8,0.929923,4,0.0261144,1
00248.jpg,12,12,0.999985,42,0.00000688,1
00249.jpg,38,38,0.999999,34,0.000000598,1
00250.jpg,20,20,0.807651,28,0.13048,1
00251.jpg,14,14,0.999916,1,0.0000392,1
00252.jpg,0,8,0.512975,0,0.309088,0
00253.jpg,36,36,0.999999,38,0.000000792,1
00254.jpg,34,34,0.999999,38,0.00000118,1
00255.jpg,28,28,0.970473,27,0.0285001,1
00256.jpg,35,35,0.995307,3,0.00259027,1
00257.jpg,13,13,1,12,5.27E-08,1
00258.jpg,25,25,0.999999,22,0.000000347,1
00259.jpg,15,15,0.999027,4,0.000800254,1
00260.jpg,35,35,1,33,0.000000196,1
00261.jpg,14,14,0.999992,15,0.00000346,1
00262.jpg,18,18,0.999979,26,0.0000193,1
00263.jpg,25,25,0.999883,29,0.000066,1
00264.jpg,1,1,0.999878,0,0.0000715,1
00265.jpg,12,12,0.998895,1,0.000741464,1
00266.jpg,5,5,0.781577,15,0.117663,1
00267.jpg,25,25,0.999999,22,0.000000288,1
00268.jpg,2,2,0.985121,5,0.0147276,1
00269.jpg,18,18,0.999984,26,0.0000145,1
00270.jpg,18,11,0.402824,18,0.254228,0
00271.jpg,18,18,0.99978,24,0.000117845,1
00272.jpg,34,34,0.99996,38,0.0000401,1
00273.jpg,9,9,1,10,0.000000411,1
00274.jpg,25,25,0.999781,36,0.000121327,1
00275.jpg,18,18,0.995051,20,0.00393167,1
00276.jpg,34,34,0.999977,38,0.0000225,1
00277.jpg,39,39,0.999449,33,0.000550498,1
00278.jpg,31,31,0.970263,21,0.026277,1
00279.jpg,1,1,0.999814,2,0.0000889,1
00280.jpg,9,9,0.989922,10,0.00667146,1
00281.jpg,35,35,0.999998,36,0.00000141,1
00282.jpg,31,31,0.539172,26,0.283871,1
00283.jpg,26,26,0.883652,28,0.105965,1
00284.jpg,1,1,0.999696,0,0.00023977,1
00285.jpg,1,0,0.548003,1,0.450765,0
00286.jpg,33,33,0.99998,39,0.000015,1
00287.jpg,30,2,0.545048,30,0.262349,0
00288.jpg,17,17,1,14,2.08E-09,1
00289.jpg,13,13,1,15,8.97E-08,1
00290.jpg,1,1,0.995514,5,0.00412778,1
00291.jpg,31,31,0.999899,23,0.0000853,1
00292.jpg,13,13,1,35,1.98E-09,1
00293.jpg,35,35,0.999999,36,0.000000798,1
00294.jpg,5,5,0.866122,2,0.086673,1
00295.jpg,1,1,0.999965,5,0.0000158,1
00296.jpg,33,33,1,40,0.000000106,1
00297.jpg,28,28,0.999988,30,0.00000447,1
00298.jpg,35,35,1,36,1.26E-10,1
00299.jpg,26,26,0.891767,28,0.069093,1
00300.jpg,12,12,0.999994,40,0.00000401,1
00301.jpg,5,5,0.743981,3,0.141108,1
00302.jpg,2,2,0.99997,1,0.0000302,1
00303.jpg,14,14,0.999951,15,0.000026,1
00304.jpg,4,1,0.934573,5,0.0236257,0
00305.jpg,3,2,0.604993,38,0.0938391,0
00306.jpg,32,32,0.974073,12,0.0131886,1
00307.jpg,1,1,0.968319,2,0.0239243,1
00308.jpg,7,7,0.854083,8,0.13958,1
00309.jpg,38,38,0.959692,25,0.0144713,1
00310.jpg,19,19,0.995904,31,0.00179089,1
00311.jpg,11,11,0.93192,19,0.0389271,1
00312.jpg,38,38,0.999994,35,0.00000237,1
00313.jpg,38,38,1,34,1.01E-10,1
00314.jpg,1,38,0.383579,5,0.345885,0
00315.jpg,42,42,0.99973,41,0.000198961,1
00316.jpg,2,2,0.999979,1,0.0000213,1
00317.jpg,40,40,0.99976,0,0.0000766,1
00318.jpg,17,17,0.999836,4,0.0000722,1
00319.jpg,4,4,0.983999,1,0.011995,1
00320.jpg,8,8,0.999904,7,0.0000962,1
00321.jpg,4,4,1,1,0.000000177,1
00322.jpg,5,5,0.984222,2,0.0128643,1
00323.jpg,6,6,0.999911,32,0.0000762,1
00324.jpg,31,31,0.999998,21,0.00000203,1
00325.jpg,35,35,0.999929,37,0.0000706,1
00326.jpg,9,9,0.997781,10,0.00212777,1
00327.jpg,38,38,1,34,1.32E-09,1
00328.jpg,8,8,0.999811,7,0.000134217,1
00329.jpg,2,2,0.999991,5,0.00000837,1
00330.jpg,4,4,0.939281,8,0.0270041,1
00331.jpg,18,18,0.991063,26,0.00275202,1
00332.jpg,3,3,0.852555,2,0.086147,1
00333.jpg,25,25,0.999997,29,0.00000165,1
00334.jpg,10,10,1,5,0.000000026,1
00335.jpg,6,5,0.512537,3,0.22906,0
00336.jpg,7,8,0.416841,7,0.327821,0
00337.jpg,34,34,1,38,0.000000312,1
00338.jpg,4,4,0.999767,1,0.00022399,1
00339.jpg,22,26,0.266111,20,0.22048,0
00340.jpg,10,10,0.99993,9,0.0000432,1
00341.jpg,29,29,0.99537,31,0.00299957,1
00342.jpg,9,9,0.998889,10,0.0011108,1
00343.jpg,2,2,0.99304,4,0.0042521,1
00344.jpg,38,38,1,34,5.77E-13,1
00345.jpg,38,38,0.999999,36,0.000000383,1
00346.jpg,18,18,0.999452,27,0.000356234,1
00347.jpg,7,5,0.369864,7,0.341084,0
00348.jpg,13,13,0.99999,10,0.00000296,1
00349.jpg,28,11,0.179009,28,0.166989,0
00350.jpg,17,17,1,14,4.87E-12,1
00351.jpg,2,2,0.999995,5,0.00000295,1
00352.jpg,16,16,0.998499,7,0.000797452,1
00353.jpg,14,14,0.999554,15,0.00043928,1
00354.jpg,12,12,0.996023,40,0.000986833,1
00355.jpg,40,7,0.80407,40,0.0975756,0
00356.jpg,35,35,0.996812,34,0.00238901,1
00357.jpg,3,3,0.99886,2,0.000744168,1
00358.jpg,38,38,0.999933,40,0.0000512,1
00359.jpg,10,10,1,9,0.000000489,1
00360.jpg,9,9,0.999998,10,0.00000219,1
00361.jpg,38,38,0.994988,23,0.00326256,1
00362.jpg,13,13,1,35,4.60E-13,1
00363.jpg,39,39,0.99541,37,0.00450406,1
00364.jpg,3,3,0.805266,5,0.181589,1
00365.jpg,11,11,0.984902,21,0.0034463,1
00366.jpg,7,7,0.999378,8,0.000601434,1
00367.jpg,38,38,0.999101,23,0.000322565,1
00368.jpg,19,19,0.837781,31,0.134623,1
00369.jpg,13,13,1,9,5.15E-10,1
00370.jpg,10,10,0.999423,5,0.000229018,1
00371.jpg,18,18,0.999421,26,0.000568512,1
00372.jpg,3,3,0.787344,2,0.13056,1
00373.jpg,5,5,0.705323,3,0.280362,1
00374.jpg,26,28,0.95669,20,0.0148769,0
00375.jpg,1,1,0.881033,4,0.118914,1
00376.jpg,41,41,0.834226,9,0.162902,1
00377.jpg,13,13,1,30,6.11E-11,1
00378.jpg,1,1,0.998986,2,0.000965674,1
00379.jpg,18,18,0.987099,26,0.00438205,1
00380.jpg,19,19,0.975073,21,0.0112459,1
00381.jpg,13,13,1,12,3.12E-11,1
00382.jpg,38,38,0.999985,34,0.00000766,1
00383.jpg,4,4,0.999977,5,0.0000197,1
00384.jpg,35,35,1,36,7.16E-09,1
00385.jpg,25,25,1,22,0.000000301,1
00386.jpg,34,34,1,35,6.87E-10,1
00387.jpg,12,12,0.999406,6,0.00053391,1
00388.jpg,17,17,1,14,3.68E-12,1
00389.jpg,9,9,0.999873,10,0.000127251,1
00390.jpg,4,4,0.999869,1,0.000130186,1
00391.jpg,33,33,1,39,1.04E-09,1
00392.jpg,28,28,0.95243,11,0.0310518,1
00393.jpg,2,2,0.994403,5,0.00550457,1
00394.jpg,1,1,0.999021,2,0.000522904,1
00395.jpg,5,3,0.492482,2,0.334457,0
00396.jpg,4,2,0.434007,7,0.202883,0
00397.jpg,38,38,1,34,1.88E-09,1
00398.jpg,4,4,0.999998,5,0.00000197,1
00399.jpg,12,12,0.99684,40,0.00264095,1
00400.jpg,38,38,1,34,3.07E-14,1
00401.jpg,36,36,0.999996,38,0.00000382,1
00402.jpg,10,10,0.999897,7,0.0000507,1
00403.jpg,0,0,0.992592,8,0.00530801,1
00404.jpg,38,38,1,20,2.52E-12,1
00405.jpg,36,36,0.998928,38,0.000930097,1
00406.jpg,8,8,0.98686,4,0.00688953,1
00407.jpg,25,25,0.999965,22,0.0000159,1
00408.jpg,5,5,0.642754,2,0.164551,1
00409.jpg,2,2,0.999551,5,0.000287135,1
00410.jpg,25,25,0.999997,11,0.00000182,1
00411.jpg,14,14,0.991687,25,0.00801697,1
00412.jpg,2,2,0.992084,5,0.00685939,1
00413.jpg,26,26,0.999964,18,0.0000221,1
00414.jpg,29,29,0.835086,24,0.0851475,1
00415.jpg,10,10,0.999996,9,0.00000357,1
00416.jpg,10,10,0.999978,5,0.0000214,1
00417.jpg,14,14,1,1,1.40E-09,1
00418.jpg,9,9,0.997913,10,0.00200193,1
00419.jpg,2,2,0.999825,5,0.000092,1
00420.jpg,3,3,0.999895,5,0.0000979,1
00421.jpg,4,12,0.851391,4,0.0514016,0
00422.jpg,19,19,0.99554,23,0.00378253,1
00423.jpg,9,9,0.999998,10,0.00000196,1
00424.jpg,10,10,0.999375,9,0.000612421,1
00425.jpg,13,13,1,9,1.22E-09,1
00426.jpg,13,13,1,35,6.23E-09,1
00427.jpg,20,7,0.642999,4,0.146763,0
00428.jpg,38,38,1,34,3.51E-08,1
00429.jpg,34,34,0.999979,38,0.0000211,1
00430.jpg,11,11,0.996751,30,0.00214327,1
00431.jpg,13,13,1,35,2.22E-11,1
00432.jpg,34,34,0.999915,38,0.0000849,1
00433.jpg,34,34,0.99982,38,0.0000946,1
00434.jpg,12,12,0.999975,41,0.0000129,1
00435.jpg,6,6,0.999864,41,0.000117215,1
00436.jpg,10,10,0.999577,7,0.000278168,1
00437.jpg,10,10,0.999979,4,0.000019,1
00438.jpg,8,8,0.999997,7,0.00000298,1
00439.jpg,3,3,0.897847,2,0.0614094,1
00440.jpg,22,22,0.999998,26,0.0000011,1
00441.jpg,17,17,1,14,6.95E-12,1
00442.jpg,7,7,0.988535,8,0.0114444,1
00443.jpg,30,30,0.972925,20,0.0119331,1
00444.jpg,25,25,1,22,1.28E-09,1
00445.jpg,1,1,0.998458,4,0.00143222,1
00446.jpg,31,31,0.971845,29,0.0157671,1
00447.jpg,38,38,0.999989,34,0.00000713,1
00448.jpg,38,38,0.999999,34,0.00000068,1
00449.jpg,8,8,0.982348,7,0.0129716,1
00450.jpg,9,9,0.998307,10,0.00169187,1
00451.jpg,10,10,0.87848,0,0.0632234,1
00452.jpg,2,2,0.999853,5,0.0000769,1
00453.jpg,40,40,0.97095,39,0.00904942,1
00454.jpg,1,1,0.995956,4,0.00221437,1
00455.jpg,38,34,0.748471,11,0.116965,0
00456.jpg,14,14,1,15,1.43E-09,1
00457.jpg,8,8,0.998184,7,0.00180047,1
00458.jpg,39,39,0.999963,33,0.0000354,1
00459.jpg,6,15,0.563135,38,0.103289,0
00460.jpg,35,35,1,36,3.97E-10,1
00461.jpg,25,25,0.700196,11,0.136237,1
00462.jpg,25,25,0.997094,29,0.00218216,1
00463.jpg,17,17,0.999739,14,0.000116936,1
00464.jpg,2,2,0.999408,5,0.000591017,1
00465.jpg,38,38,1,34,1.88E-09,1
00466.jpg,7,7,0.999685,4,0.000137425,1
00467.jpg,13,13,1,1,1.13E-09,1
00468.jpg,14,14,0.999988,29,0.0000106,1
00469.jpg,7,7,0.99688,8,0.00311615,1
00470.jpg,8,8,0.777757,5,0.0988067,1
00471.jpg,35,35,0.999981,36,0.0000142,1
00472.jpg,3,3,0.999941,5,0.000054,1
00473.jpg,1,1,0.999988,5,0.00000883,1
00474.jpg,35,35,1,34,1.43E-08,1
00475.jpg,12,12,0.999933,11,0.0000542,1
00476.jpg,35,35,0.999994,33,0.00000358,1
00477.jpg,36,25,0.920837,38,0.036815,0
00478.jpg,24,24,0.996252,11,0.00165225,1
00479.jpg,13,13,1,36,1.11E-11,1
00480.jpg,33,33,0.999999,40,0.00000101,1
00481.jpg,2,2,0.999994,5,0.00000571,1
00482.jpg,35,35,1,36,3.03E-08,1
00483.jpg,6,6,0.99975,32,0.000152564,1
00484.jpg,2,2,0.999766,5,0.000233272,1
00485.jpg,10,10,1,5,9.73E-08,1
00486.jpg,12,12,0.999998,40,0.00000118,1
00487.jpg,31,31,0.999875,23,0.000123603,1
00488.jpg,9,9,0.999952,10,0.0000481,1
00489.jpg,14,14,0.999996,15,0.00000114,1
00490.jpg,17,17,0.992693,1,0.00592087,1
00491.jpg,26,26,0.554693,28,0.400167,1
00492.jpg,4,12,0.768243,13,0.0498011,0
00493.jpg,3,3,0.977393,5,0.0210268,1
00494.jpg,10,10,0.997413,5,0.00130945,1
00495.jpg,5,5,0.908881,2,0.0814812,1
00496.jpg,30,21,0.560853,31,0.146344,0
00497.jpg,9,9,0.998867,10,0.00109708,1
00498.jpg,31,31,0.999997,23,0.00000131,1
00499.jpg,40,7,0.385535,40,0.142055,0
00500.jpg,22,22,1,29,6.97E-08,1
00501.jpg,30,30,0.745195,22,0.226499,1
00502.jpg,9,10,0.925733,9,0.0437932,0
00503.jpg,7,7,0.987357,1,0.00708534,1
00504.jpg,23,23,0.83769,30,0.0646623,1
00505.jpg,4,4,0.967694,8,0.0278267,1
00506.jpg,32,32,0.98919,41,0.00345199,1
00507.jpg,42,42,0.999594,6,0.000396575,1
00508.jpg,1,1,0.999542,4,0.000453062,1
00509.jpg,3,3,0.603799,5,0.368132,1
00510.jpg,8,8,0.936677,7,0.0372955,1
00511.jpg,2,2,0.995402,5,0.00231556,1
00512.jpg,25,25,0.79997,20,0.0875854,1
00513.jpg,22,22,0.997932,28,0.0012631,1
00514.jpg,38,38,1,36,5.67E-12,1
00515.jpg,33,33,0.999997,39,0.00000228,1
00516.jpg,3,3,0.996083,5,0.00207575,1
00517.jpg,1,1,0.719586,2,0.228542,1
00518.jpg,8,8,0.999948,7,0.0000508,1
00519.jpg,4,4,1,1,0.000000343,1
00520.jpg,18,26,0.489871,18,0.485619,0
00521.jpg,26,28,0.464894,22,0.155606,0
00522.jpg,31,31,0.999997,21,0.00000245,1
00523.jpg,14,14,0.999996,4,0.00000196,1
00524.jpg,11,11,0.999999,27,0.000000244,1
00525.jpg,13,13,0.999998,1,0.00000111,1
00526.jpg,3,3,0.803896,5,0.162018,1
00527.jpg,5,5,0.784009,2,0.120951,1
00528.jpg,18,18,0.978655,26,0.0118107,1
00529.jpg,4,4,0.994852,1,0.00478456,1
00530.jpg,13,13,1,17,1.90E-09,1
00531.jpg,15,15,0.82808,2,0.112206,1
00532.jpg,23,23,0.955282,31,0.0227736,1
00533.jpg,1,1,1,2,0.000000333,1
00534.jpg,12,12,0.999998,40,0.000000953,1
00535.jpg,31,31,0.999968,21,0.0000197,1
00536.jpg,38,38,1,34,2.60E-10,1
00537.jpg,6,15,0.529933,5,0.346143,0
00538.jpg,10,10,0.807808,7,0.132019,1
00539.jpg,35,35,0.999998,10,0.00000168,1
00540.jpg,8,5,0.508794,8,0.224006,0
00541.jpg,6,6,0.983095,42,0.00930773,1
00542.jpg,5,5,0.939948,2,0.0568349,1
00543.jpg,12,12,0.999997,41,0.00000109,1
00544.jpg,4,4,0.999916,1,0.0000833,1
00545.jpg,1,1,0.997867,4,0.00154949,1
00546.jpg,1,1,0.999967,5,0.0000154,1
